tweets,date,city,user_location,id,link,texto_limpio,links,hashtags,mentions,emojis
"Comparto la enriquecedora #ConversaCiudadana de @somosciudadania que tuvimos con @DeCurreaLugo  sobre una mirada al para nacional desde el periodismo independiente. Hablamos sobre la situación de Cali y Bogotá. 
https://t.co/q7xBdarX1A",2021-05-27 01:33:19,Bogotá,Bogotá Colombia,1397727585866506244,https://twitter.com/i/web/stuatus/1397727585866506244,"Comparto la enriquecedora  de  que tuvimos con   sobre una mirada al para nacional desde el periodismo independiente. Hablamos sobre la situación de Cali y Bogotá. 
",['https://t.co/q7xBdarX1A'],['#ConversaCiudadana'],"['@somosciudadania', '@DeCurreaLugo']",[]
"@NoticiasCaracol Al gobierno no le interesa negociar, y los del comite del paro la verdad estan negociando un pliego viejo que la verdad no tiene mucho de lo que los jovenes quieren...hay muchas cosas por arreglar y negociar y no estan en la mesa.",2021-05-27 01:31:09,Bogotá,Bogota,1397727039164125186,https://twitter.com/i/web/stuatus/1397727039164125186," Al gobierno no le interesa negociar, y los del comite del paro la verdad estan negociando un pliego viejo que la verdad no tiene mucho de lo que los jovenes quieren...hay muchas cosas por arreglar y negociar y no estan en la mesa.",[],[],['@NoticiasCaracol'],[]
Corte Suprema le hizo fuerte llamado de atención a la mesa de negociación del Paro Nacional https://t.co/G2ZJ89p1yr https://t.co/dC1Mwfin0i,2021-05-27 01:31:03,Bogotá,"Bogotá, Colombia",1397727013788553216,https://twitter.com/i/web/stuatus/1397727013788553216,Corte Suprema le hizo fuerte llamado de atención a la mesa de negociación del Paro Nacional  ,"['https://t.co/G2ZJ89p1yr', 'https://t.co/dC1Mwfin0i']",[],[],[]
"A parar para avanzar: esto es más que un paro nacional, es la expresión de un país que está cambiando.

En el @EsperanzaCafe de mañana a las 6 PM hablamos de él desde varias regiones y miradas con  @fabioariascut, @stev1927 y @JennCardonaM.

Por 👇
https://t.co/FpGtTH1mAP https://t.co/cieURN0l7P",2021-05-27 01:29:38,Bogotá,Colombia,1397726659160203270,https://twitter.com/i/web/stuatus/1397726659160203270,"A parar para avanzar: esto es más que un paro nacional, es la expresión de un país que está cambiando.

En el  de mañana a las 6 PM hablamos de él desde varias regiones y miradas con    y 

Por 👇
 ","['https://t.co/FpGtTH1mAP', 'https://t.co/cieURN0l7P']",[],"['@EsperanzaCafe', '@fabioariascut,', '@stev1927', '@JennCardonaM.']",['👇']
"#VIDEO Paro Nacional: testimonios de abuso policial durante las manifestaciones
https://t.co/Z1ojbDi882 https://t.co/BL5fqJMnzm",2021-05-27 01:29:16,Bogotá,"Bogotá, Colombia",1397726566210285577,https://twitter.com/i/web/stuatus/1397726566210285577," Paro Nacional: testimonios de abuso policial durante las manifestaciones
 ","['https://t.co/Z1ojbDi882', 'https://t.co/BL5fqJMnzm']",['#VIDEO'],[],[]
Es increíble ver a #MesaCapital con @ArielAnaliza y la forma como presentan el paro y años manifestantes si se compara con los medios tradicionales. Por más programas así.,2021-05-27 01:29:14,Bogotá,Bogota,1397726556269727750,https://twitter.com/i/web/stuatus/1397726556269727750,Es increíble ver a  con  y la forma como presentan el paro y años manifestantes si se compara con los medios tradicionales. Por más programas así.,[],['#MesaCapital'],['@ArielAnaliza'],[]
@jacoga17 @harmanfelipe O será posible que algunos de esos campesinos hayan sido obligados a dejar sus tierras para apoyar el paro y otros hayan tenido que pagar para lo mismo...,2021-05-27 01:28:36,Bogotá,Bogotá,1397726397813215234,https://twitter.com/i/web/stuatus/1397726397813215234,  O será posible que algunos de esos campesinos hayan sido obligados a dejar sus tierras para apoyar el paro y otros hayan tenido que pagar para lo mismo...,[],[],"['@jacoga17', '@harmanfelipe']",[]
"Ariel Ávila ( @ArielAnaliza) se encontró con un Paro organizado, lleno de liderazgos sociales y propuestas. Hay asambleas, comités, organizaciones barriales, colectivos  y muchas protestas. 

⭕️EN VIVO #LaHoraTripleA, en #MesaCapital 
https://t.co/FBN9BGJrhh",2021-05-27 01:28:31,Bogotá,"Bogotá, Colombia",1397726377638514697,https://twitter.com/i/web/stuatus/1397726377638514697,"Ariel Ávila (  se encontró con un Paro organizado, lleno de liderazgos sociales y propuestas. Hay asambleas, comités, organizaciones barriales, colectivos  y muchas protestas. 

⭕️EN VIVO  en  
",['https://t.co/FBN9BGJrhh'],"['#LaHoraTripleA,', '#MesaCapital']",['@ArielAnaliza)'],['⭕️']
"@cordhuman @YoNoSoyAlguien_ @intiasprilla @Col_Informa @FLIP_org Ella salió a decir en campaña y antes del paro que es la Jefa de la policía

Si la policía no la quiere obedecer ¿por qué no hace la denuncia públicamente? ¿Por qué prefiere guardar silencio?

Ella está comprometida con todo lo sucedido en el paro y en el 9S a manos de la policía",2021-05-27 01:27:35,Bogotá,"BOGOTA, COLOMBIA",1397726143793532929,https://twitter.com/i/web/stuatus/1397726143793532929,"     Ella salió a decir en campaña y antes del paro que es la Jefa de la policía

Si la policía no la quiere obedecer ¿por qué no hace la denuncia públicamente? ¿Por qué prefiere guardar silencio?

Ella está comprometida con todo lo sucedido en el paro y en el 9S a manos de la policía",[],[],"['@cordhuman', '@YoNoSoyAlguien_', '@intiasprilla', '@Col_Informa', '@FLIP_org']",[]
@ANIABELLO_R De la comunidad que los apoya.... El paro es del pueblo.,2021-05-27 01:27:01,Bogotá,Bogotá,1397726000285425671,https://twitter.com/i/web/stuatus/1397726000285425671, De la comunidad que los apoya.... El paro es del pueblo.,[],[],['@ANIABELLO_R'],[]
#AEstaHora | Así se vive la noche número 29 del paro en el Portal de las Américas en #Bogotá. https://t.co/2vQieSpb52,2021-05-27 01:26:08,Bogotá,"Bogotá, Colombia",1397725775852355588,https://twitter.com/i/web/stuatus/1397725775852355588, | Así se vive la noche número 29 del paro en el Portal de las Américas en  ,['https://t.co/2vQieSpb52'],"['#AEstaHora', '#Bogotá.']",[],[]
Corte Suprema le hizo fuerte llamado de atención a la mesa de negociación del Paro Nacional https://t.co/hMo15903g7,2021-05-27 01:26:03,Bogotá,"Bogotá, Colombia",1397725757535932422,https://twitter.com/i/web/stuatus/1397725757535932422,Corte Suprema le hizo fuerte llamado de atención a la mesa de negociación del Paro Nacional ,['https://t.co/hMo15903g7'],[],[],[]
"432.806 familias que reciben Bienestarina, afectadas por bloqueos. Más información 👉 https://t.co/DA3iKK4UMG https://t.co/YCafHrHcrM",2021-05-27 01:25:54,Bogotá,"Bogotá, Colombia",1397725716758908930,https://twitter.com/i/web/stuatus/1397725716758908930,"432.806 familias que reciben Bienestarina, afectadas por bloqueos. Más información 👉  ","['https://t.co/DA3iKK4UMG', 'https://t.co/YCafHrHcrM']",[],[],['👉']
"@ArielAnaliza Gracias por este espacio de aprendizaje , poder escuchar a los muchachos y entender sus problemáticas y ver cómo son jóvenes organizados y pensantes nos abre más la capacidad de entender el por de este paro.",2021-05-27 01:25:39,Bogotá,Bogotá,1397725655970746369,https://twitter.com/i/web/stuatus/1397725655970746369," Gracias por este espacio de aprendizaje , poder escuchar a los muchachos y entender sus problemáticas y ver cómo son jóvenes organizados y pensantes nos abre más la capacidad de entender el por de este paro.",[],[],['@ArielAnaliza'],[]
"@infopresidencia @IvanDuque Presidente con inmenso respeto, Congreso y Ejecutivo, no responden a las peticiones del paro

Esto ocasiona más Violencia Vandalismo Destrucción muerte y perjuicios a toda la producción nacional a los consumidores...

Por favor Responda, si son propuestas inviables basta decir No",2021-05-27 01:25:10,Bogotá,Bogota Colombia,1397725535007133699,https://twitter.com/i/web/stuatus/1397725535007133699,"  Presidente con inmenso respeto, Congreso y Ejecutivo, no responden a las peticiones del paro

Esto ocasiona más Violencia Vandalismo Destrucción muerte y perjuicios a toda la producción nacional a los consumidores...

Por favor Responda, si son propuestas inviables basta decir No",[],[],"['@infopresidencia', '@IvanDuque']",[]
"""Motociclistas y biciusuarios  marchan juntos en el paro nacional""
En Bogotá a la altura de la calle 26, una nueva manifestación tuvo lugar.
Autoras: Adriana Lancheros y Ximena Gonzalez
Lee mas en...https://t.co/NbZe3EoKEv
#ParoNacional26M 
#Noticia 
#ElPrecursor https://t.co/eiU6iTKzKf",2021-05-27 01:23:52,Bogotá,"Bogotá, Colombia. ",1397725207306063878,https://twitter.com/i/web/stuatus/1397725207306063878,"""Motociclistas y biciusuarios  marchan juntos en el paro nacional""
En Bogotá a la altura de la calle 26, una nueva manifestación tuvo lugar.
Autoras: Adriana Lancheros y Ximena Gonzalez
Lee mas en...
 
 
 ","['https://t.co/NbZe3EoKEv', 'https://t.co/eiU6iTKzKf']","['#ParoNacional26M', '#Noticia', '#ElPrecursor']",[],[]
"El parque de La Resistencia, el corazón de las manifestaciones de Medellín https://t.co/5yKY6vFkqX",2021-05-27 01:21:16,Bogotá,Bogotá,1397724551581143040,https://twitter.com/i/web/stuatus/1397724551581143040,"El parque de La Resistencia, el corazón de las manifestaciones de Medellín ",['https://t.co/5yKY6vFkqX'],[],[],[]
"No es un paro nacional, es una toma guerrillera.",2021-05-27 01:20:31,Bogotá,Bogotá / Colombia,1397724363437363207,https://twitter.com/i/web/stuatus/1397724363437363207,"No es un paro nacional, es una toma guerrillera.",[],[],[],[]
"#EspecialENS | ¿Cómo va la negociación? Colombia pendiente a los encuentros entre el Gobierno y el Comité de Paro
👉https://t.co/HMor7SKsLd https://t.co/vF7YsJTvZL",2021-05-27 01:20:00,Bogotá,Bogotá - Colombia,1397724232906276868,https://twitter.com/i/web/stuatus/1397724232906276868," | ¿Cómo va la negociación? Colombia pendiente a los encuentros entre el Gobierno y el Comité de Paro
👉 ","['https://t.co/HMor7SKsLd', 'https://t.co/vF7YsJTvZL']",['#EspecialENS'],[],['👉']
"Si esos 50 asesinatos cometidos por @PoliciaColombia en este Paro, más los 3000 detenidos apaleados, hubiera sido en Venezuela, ya la 7a Flota de USA hubiera invadido ese país. Pero como es la narcodemocracia colombiana, la gran aliada, no pasa nada @USEmbassyBogota https://t.co/5Lr3DYmxGq",2021-05-27 01:19:31,Bogotá,Bogotá - Colombia,1397724110667517952,https://twitter.com/i/web/stuatus/1397724110667517952,"Si esos 50 asesinatos cometidos por  en este Paro, más los 3000 detenidos apaleados, hubiera sido en Venezuela, ya la 7a Flota de USA hubiera invadido ese país. Pero como es la narcodemocracia colombiana, la gran aliada, no pasa nada  ",['https://t.co/5Lr3DYmxGq'],[],"['@PoliciaColombia', '@USEmbassyBogota']",[]
"#NoticiasCapital | La lideresa y precandidata presidencial Francia Márquez (@FranciaMarquezM) relató su experiencia a lo largo del Paro Nacional.

¿Qué propondrías para que la situación del país cambie? Cuéntanos con #MiPropuestaEs. https://t.co/0YAplK752j",2021-05-27 01:16:10,Bogotá,"Bogotá, Colombia",1397723271370510337,https://twitter.com/i/web/stuatus/1397723271370510337," | La lideresa y precandidata presidencial Francia Márquez (@FranciaMarquezM) relató su experiencia a lo largo del Paro Nacional.

¿Qué propondrías para que la situación del país cambie? Cuéntanos con  ",['https://t.co/0YAplK752j'],"['#NoticiasCapital', '#MiPropuestaEs.']",[],[]
"En Vivo Paro Nacional 26M Usme 

No podemos grabar en directo  

#ParoNacional26M
#SOSColombiaDDHH 
@ONU_es @ONUHumanRights 
@CNNEE  https://t.co/l4UPgDuuvF",2021-05-27 01:15:19,Bogotá,"Bogotá, D.C., Colombia",1397723055821045761,https://twitter.com/i/web/stuatus/1397723055821045761,"En Vivo Paro Nacional 26M Usme 

No podemos grabar en directo  


 
  
  ",['https://t.co/l4UPgDuuvF'],"['#ParoNacional26M', '#SOSColombiaDDHH']","['@ONU_es', '@ONUHumanRights', '@CNNEE']",[]
@sergio_fajardo Ahora que representa votos si apoya el paro no? Don  @sergio_fajardo oportunismo #ParoNacional26M,2021-05-27 01:14:15,Bogotá,Santafé de Bogotá,1397722784990744577,https://twitter.com/i/web/stuatus/1397722784990744577, Ahora que representa votos si apoya el paro no? Don   oportunismo ,[],['#ParoNacional26M'],"['@sergio_fajardo', '@sergio_fajardo']",[]
"@CarlosFGalan Como bien lo sabemos, las palabras se las lleva el viento, así lo hemos vivido año tras año de campañas y de promesas vacías, estamos cansados de eso, estamos cansados que nos traten como idiotas útiles para seguir en sus cargos, en parte este paro es por eso, nos mamamos de eso.",2021-05-27 01:12:39,Bogotá,Bogotá,1397722383117606913,https://twitter.com/i/web/stuatus/1397722383117606913," Como bien lo sabemos, las palabras se las lleva el viento, así lo hemos vivido año tras año de campañas y de promesas vacías, estamos cansados de eso, estamos cansados que nos traten como idiotas útiles para seguir en sus cargos, en parte este paro es por eso, nos mamamos de eso.",[],[],['@CarlosFGalan'],[]
Este paro es una INMUNDICIA. https://t.co/FSHiSowqAD,2021-05-27 01:11:36,Bogotá,Bogota,1397722119392354306,https://twitter.com/i/web/stuatus/1397722119392354306,Este paro es una INMUNDICIA. ,['https://t.co/FSHiSowqAD'],[],[],[]
"@asantosrubino Y único país en el.mundo donde se hace un paro de semejantes proporciones en medio de una pandemia,  la peor Colombianada !!!!!",2021-05-27 01:11:20,Bogotá,Bogotá,1397722053382389763,https://twitter.com/i/web/stuatus/1397722053382389763," Y único país en el.mundo donde se hace un paro de semejantes proporciones en medio de una pandemia,  la peor Colombianada !!!!!",[],[],['@asantosrubino'],[]
@sergio_fajardo Pero ud no apoyaba el paro...,2021-05-27 01:11:01,Bogotá,Bogotá,1397721971543187464,https://twitter.com/i/web/stuatus/1397721971543187464, Pero ud no apoyaba el paro...,[],[],['@sergio_fajardo'],[]
"Desde el Portal de ‘La resistencia’ en Bogotá, @arielanaliza habló con los jóvenes que hacen parte de la Primera Línea durante las manifestaciones en el marco del Paro Nacional. #LaHoraTripleA

⭕️EN VIVO https://t.co/9mjM5DI4RB https://t.co/fG8NInXXvX",2021-05-27 01:10:14,Bogotá,"Bogotá, Colombia",1397721777955037186,https://twitter.com/i/web/stuatus/1397721777955037186,"Desde el Portal de ‘La resistencia’ en Bogotá,  habló con los jóvenes que hacen parte de la Primera Línea durante las manifestaciones en el marco del Paro Nacional. 

⭕️EN VIVO  ","['https://t.co/9mjM5DI4RB', 'https://t.co/fG8NInXXvX']",['#LaHoraTripleA'],['@arielanaliza'],['⭕️']
Que “viva” el paro.... que tristeza https://t.co/Ice7a7IWl9,2021-05-27 01:09:29,Bogotá,"Bogota,Colombia",1397721588116725761,https://twitter.com/i/web/stuatus/1397721588116725761,Que “viva” el paro.... que tristeza ,['https://t.co/Ice7a7IWl9'],[],[],[]
"El uribismo quiere prolongar el paro para mostrar que esa es la izquierda y que ellos son los salvadores, que ellos son los del empleo.
Pilas, yo creo que el paro debe terminar, ya no se lograron los objetivos pero en estos momentos es más peligroso continuar https://t.co/PtnVDRYIhJ",2021-05-27 01:09:12,Bogotá,Bogota,1397721514066206722,https://twitter.com/i/web/stuatus/1397721514066206722,"El uribismo quiere prolongar el paro para mostrar que esa es la izquierda y que ellos son los salvadores, que ellos son los del empleo.
Pilas, yo creo que el paro debe terminar, ya no se lograron los objetivos pero en estos momentos es más peligroso continuar ",['https://t.co/PtnVDRYIhJ'],[],[],[]
"@WRadioColombia Preciso, un departamento sumido en la pobreza toda la vida por culpa de gobiernos corruptos deja de ganar dinero por un paro, no me crea tan mk",2021-05-27 01:04:32,Bogotá,Bogota Colombia,1397720339971559430,https://twitter.com/i/web/stuatus/1397720339971559430," Preciso, un departamento sumido en la pobreza toda la vida por culpa de gobiernos corruptos deja de ganar dinero por un paro, no me crea tan mk",[],[],['@WRadioColombia'],[]
"⭕️ EN VIVO #LaHoraTripleA con Ariel Ávila (@ArielAnaliza )

Esta noche Ariel hablará sobre la Primera Línea, el grupo de personas que enfrentan a la fuerza pública en el Paro Nacional. 
https://t.co/FBN9BGJrhh",2021-05-27 01:03:35,Bogotá,"Bogotá, Colombia",1397720101479124994,https://twitter.com/i/web/stuatus/1397720101479124994,"⭕️ EN VIVO  con Ariel Ávila (@ArielAnaliza )

Esta noche Ariel hablará sobre la Primera Línea, el grupo de personas que enfrentan a la fuerza pública en el Paro Nacional. 
",['https://t.co/FBN9BGJrhh'],['#LaHoraTripleA'],[],['⭕️']
@Elfuturoeshoy_7 @ghitis @GustavoBolivar Las escuelas están! Los profesores están! Que sigan en paro? Porque para eso si hay movilizaciones? Pero para dar clase ahí si existe el COVID? Ya me di cuenta la mediocridad de formación que recibió usted! 10% clase 90% tirar piedra!,2021-05-27 01:01:58,Bogotá,Bogota,1397719695185301512,https://twitter.com/i/web/stuatus/1397719695185301512,   Las escuelas están! Los profesores están! Que sigan en paro? Porque para eso si hay movilizaciones? Pero para dar clase ahí si existe el COVID? Ya me di cuenta la mediocridad de formación que recibió usted! 10% clase 90% tirar piedra!,[],[],"['@Elfuturoeshoy_7', '@ghitis', '@GustavoBolivar']",[]
"@jnietoblanco @gallegomauricio et al @Citytv Muy buenas congeladas noches!!🥶🥶 Cómo les fue hoy con el paro y la gente??👩🏻👨🏻 Díganme que todos están bien… un poco cansados, pero todo bien, cierto??👀 Hoy tenemos cafecito☕️ o té🍵, ambos bien calientes pa’l frío!! #CityNoticias https://t.co/DWeDi8J2p8",2021-05-27 01:01:02,Bogotá,"Bogotá, Colombia",1397719459910111238,https://twitter.com/i/web/stuatus/1397719459910111238,"  et al  Muy buenas congeladas noches!!🥶🥶 Cómo les fue hoy con el paro y la gente??👩🏻👨🏻 Díganme que todos están bien… un poco cansados, pero todo bien, cierto??👀 Hoy tenemos cafecito☕️ o té🍵, ambos bien calientes pa’l frío!!  ",['https://t.co/DWeDi8J2p8'],['#CityNoticias'],"['@jnietoblanco', '@gallegomauricio', '@Citytv']","['🥶', '🥶', '👩🏻', '👨🏻', '👀', '☕️', '🍵']"
El activista buscaba verificar las violaciones de derechos humanos durante las protestas del paro. Los detalles acá 👉  https://t.co/Num1Wjnt8d https://t.co/DgSMMHA3PG,2021-05-27 01:00:20,Bogotá,Bogotá,1397719283417948161,https://twitter.com/i/web/stuatus/1397719283417948161,El activista buscaba verificar las violaciones de derechos humanos durante las protestas del paro. Los detalles acá 👉   ,"['https://t.co/Num1Wjnt8d', 'https://t.co/DgSMMHA3PG']",[],[],['👉']
"Cuando observamos noticieros escuchamos cifras de daños del paro a empresas. Nunca las grandes empresas reconocen y aportan algo para sanar las heridas y el déficit histórico de las clases bajas, quienes consumen sus productos y generan sus riquezas. Sería chévere ver algo así.",2021-05-27 00:57:17,Bogotá,Bogotá ,1397718516774621191,https://twitter.com/i/web/stuatus/1397718516774621191,"Cuando observamos noticieros escuchamos cifras de daños del paro a empresas. Nunca las grandes empresas reconocen y aportan algo para sanar las heridas y el déficit histórico de las clases bajas, quienes consumen sus productos y generan sus riquezas. Sería chévere ver algo así.",[],[],[],[]
"Parecen jugando a estirar la pita a ver qué sucede, ambos: una irresponsabilidad jugar de ese modo con los tiempos, este paro se les devolverá a los organizadores y terminará de aplastar al gobierno, que es tan torpe que a lo mejor intente justificar una salida autoritaria. https://t.co/H6sgVZ6BQx",2021-05-27 00:57:12,Bogotá,Bogotá,1397718497942118400,https://twitter.com/i/web/stuatus/1397718497942118400,"Parecen jugando a estirar la pita a ver qué sucede, ambos: una irresponsabilidad jugar de ese modo con los tiempos, este paro se les devolverá a los organizadores y terminará de aplastar al gobierno, que es tan torpe que a lo mejor intente justificar una salida autoritaria. ",['https://t.co/H6sgVZ6BQx'],[],[],[]
“Yo no paro yo produzco !! ... cocaina “,2021-05-27 00:55:53,Bogotá,bogota - colombia,1397718165417861120,https://twitter.com/i/web/stuatus/1397718165417861120,“Yo no paro yo produzco !! ... cocaina “,[],[],[],[]
"@AnaKAmaya79 @Carointhemoon Ya eras mi heroína del paro (por toda la pedagogía urgente que has hecho), ahora más. https://t.co/t634GqEyBL",2021-05-27 00:55:28,Bogotá,Bogotá,1397718059893338114,https://twitter.com/i/web/stuatus/1397718059893338114,"  Ya eras mi heroína del paro (por toda la pedagogía urgente que has hecho), ahora más. ",['https://t.co/t634GqEyBL'],[],"['@AnaKAmaya79', '@Carointhemoon']",[]
"Cuando por fin regresábamos a casa después de 14 horas de viajar y grabar, cierran la carretera. Pero entendemos, aguante el paro Nacional.",2021-05-27 00:55:18,Bogotá,Bogotá ,1397718018856308736,https://twitter.com/i/web/stuatus/1397718018856308736,"Cuando por fin regresábamos a casa después de 14 horas de viajar y grabar, cierran la carretera. Pero entendemos, aguante el paro Nacional.",[],[],[],[]
"veo @NoticiasCaracol y sigo sin entender porque hablan del paro como si fuera culpa de la gente y no del gobierno que NO hace nada mas alla de esperar, despues dicen que no estan comprados y que hacen periodismo #paronacional",2021-05-27 00:55:17,Bogotá,"Bogotá, Colombia",1397718012803829763,https://twitter.com/i/web/stuatus/1397718012803829763,"veo  y sigo sin entender porque hablan del paro como si fuera culpa de la gente y no del gobierno que NO hace nada mas alla de esperar, despues dicen que no estan comprados y que hacen periodismo ",[],['#paronacional'],['@NoticiasCaracol'],[]
"@JulianRoman El que no se haya estrellado con un tombo (no un policía, un tombo) le podrá sorprender esto. Esa actitud es igual con protesta, sin protesta, con paro, sin paro, con Duque, Santos o el que sea.",2021-05-27 00:54:12,Bogotá,Bogota,1397717742460051457,https://twitter.com/i/web/stuatus/1397717742460051457," El que no se haya estrellado con un tombo (no un policía, un tombo) le podrá sorprender esto. Esa actitud es igual con protesta, sin protesta, con paro, sin paro, con Duque, Santos o el que sea.",[],[],['@JulianRoman'],[]
"Claudia: las reparaciones de Bogotá por el paro suman 28. Millones
Huy 28.menos para la campaña presidencial",2021-05-27 00:53:34,Bogotá,bogotá,1397717582870945794,https://twitter.com/i/web/stuatus/1397717582870945794,"Claudia: las reparaciones de Bogotá por el paro suman 28. Millones
Huy 28.menos para la campaña presidencial",[],[],[],[]
@HippieCompleto Deberíamos exigir que vuelva dentro de los pliegos del paro nacional!. Era una delicia y duraba como dos días en la boca jajajaja.,2021-05-27 00:53:13,Bogotá,Bogotá,1397717494379450375,https://twitter.com/i/web/stuatus/1397717494379450375, Deberíamos exigir que vuelva dentro de los pliegos del paro nacional!. Era una delicia y duraba como dos días en la boca jajajaja.,[],[],['@HippieCompleto'],[]
"PORQUE SIEMPRE EN LA TARDE TERMINAN LAS MARCHAS EN VANDALISMO ?🤔
Algo no está bien piensen señores del comité del Paro no destruyan a Colombia revisen",2021-05-27 00:53:05,Bogotá,bogota,1397717460304924672,https://twitter.com/i/web/stuatus/1397717460304924672,"PORQUE SIEMPRE EN LA TARDE TERMINAN LAS MARCHAS EN VANDALISMO ?🤔
Algo no está bien piensen señores del comité del Paro no destruyan a Colombia revisen",[],[],[],['🤔']
"El abuso de los profesores y #FECODE que agremia a los educadores, esta dibujado en el abuso de autoridad citando a padres de familia y estudiantes para unirse al paro y bloqueo en el #PortalAmericas en la parte logística. https://t.co/RpyUvZOWHV",2021-05-27 00:53:04,Bogotá,Bogota. Colombia,1397717456471351298,https://twitter.com/i/web/stuatus/1397717456471351298,"El abuso de los profesores y  que agremia a los educadores, esta dibujado en el abuso de autoridad citando a padres de familia y estudiantes para unirse al paro y bloqueo en el  en la parte logística. ",['https://t.co/RpyUvZOWHV'],"['#FECODE', '#PortalAmericas']",[],[]
"Me llama mucho la atención que en ninguna parte  puedo ver análisis respecto a las múltiples solicitudes que motivan el paro, debates, opiniones de expertos y del ciudadano común. Solo disturbios y encuestas, pero de fondo, muy poco, o nada. 

https://t.co/g1PHF7YtYP",2021-05-27 00:48:54,Bogotá,Bogota Colombia ,1397716409157890050,https://twitter.com/i/web/stuatus/1397716409157890050,"Me llama mucho la atención que en ninguna parte  puedo ver análisis respecto a las múltiples solicitudes que motivan el paro, debates, opiniones de expertos y del ciudadano común. Solo disturbios y encuestas, pero de fondo, muy poco, o nada. 

",['https://t.co/g1PHF7YtYP'],[],[],[]
@Don_Patriota1 Sabemos que la caída de Bogota la justificará culpando a la gestión de la Presidencia en la pandemia y borrará las atrocidades del paro.. paro alentado y respaldado por la Alcaldía y sus secuaces🤮💃🏻,2021-05-27 00:48:50,Bogotá,Bogotá,1397716390652616710,https://twitter.com/i/web/stuatus/1397716390652616710, Sabemos que la caída de Bogota la justificará culpando a la gestión de la Presidencia en la pandemia y borrará las atrocidades del paro.. paro alentado y respaldado por la Alcaldía y sus secuaces🤮💃🏻,[],[],['@Don_Patriota1'],"['🤮', '💃🏻']"
"La @PoliciaColombia dispuesta a engrosar la vergonzosa lista de heridos y asesinatos en medio del paro. Hoy desde Usme, mañana,  desde cualquier lugar de Colombia!! Dan pena 🤮🤮🤮🤮",2021-05-27 00:47:06,Bogotá,Bogota ,1397715953815900161,https://twitter.com/i/web/stuatus/1397715953815900161,"La  dispuesta a engrosar la vergonzosa lista de heridos y asesinatos en medio del paro. Hoy desde Usme, mañana,  desde cualquier lugar de Colombia!! Dan pena 🤮🤮🤮🤮",[],[],['@PoliciaColombia'],"['🤮', '🤮', '🤮', '🤮']"
"@VickyDavilaH Y no te duele ver como antes del paro se sufría hambre , tan conveniente tu dolor y PS dile a tus policías que dejen de matar y con eso te dejan de doler los muertos, en fin la hipocresía",2021-05-27 00:46:12,Bogotá,Bogota,1397715726539055106,https://twitter.com/i/web/stuatus/1397715726539055106," Y no te duele ver como antes del paro se sufría hambre , tan conveniente tu dolor y PS dile a tus policías que dejen de matar y con eso te dejan de doler los muertos, en fin la hipocresía",[],[],['@VickyDavilaH'],[]
Paro nacional: 17 personas capturadas por hechos vandálicos en Tuluá. https://t.co/SghnGX9irT,2021-05-27 00:44:17,Bogotá,"Bogotá, Colombia",1397715247029526535,https://twitter.com/i/web/stuatus/1397715247029526535,Paro nacional: 17 personas capturadas por hechos vandálicos en Tuluá. ,['https://t.co/SghnGX9irT'],[],[],[]
"@YolandaRuizCe Ese tal comité de paro no representa a nadie, cuanto tiempo llevan ay esos señores de la CUT vendiendo paros y no am logrado nada para los trabajadores",2021-05-27 00:43:17,Bogotá,bogota,1397714995463479296,https://twitter.com/i/web/stuatus/1397714995463479296," Ese tal comité de paro no representa a nadie, cuanto tiempo llevan ay esos señores de la CUT vendiendo paros y no am logrado nada para los trabajadores",[],[],['@YolandaRuizCe'],[]
"Y hay quien se pregunta aún por qué la gente sigue de paro en las calles, por qué hay tanto desocupado en el paro... si estuvieramos bien, creame que hace semana se hubiera caido la protesta social #SOSColombiaDDHH #ParoNacional26M https://t.co/9NsjhB3Eiq",2021-05-27 00:40:06,Bogotá,Bogotá,1397714191709057029,https://twitter.com/i/web/stuatus/1397714191709057029,"Y hay quien se pregunta aún por qué la gente sigue de paro en las calles, por qué hay tanto desocupado en el paro... si estuvieramos bien, creame que hace semana se hubiera caido la protesta social   ",['https://t.co/9NsjhB3Eiq'],"['#SOSColombiaDDHH', '#ParoNacional26M']",[],[]
#UribeEnElParo  Uribe antes ponderaba el Estado de Opinión como superior al Estado de Derecho. Pero hoy cuando su apoyo se ha diluido ya no invoca la legitimidad de los plebiscitos. Estas han sido sus reacciones al paro. Por Javier Duque. https://t.co/m6tyvygYaL https://t.co/XZadsK59Pm,2021-05-27 00:39:18,Bogotá,Bogotá,1397713992559345669,https://twitter.com/i/web/stuatus/1397713992559345669,  Uribe antes ponderaba el Estado de Opinión como superior al Estado de Derecho. Pero hoy cuando su apoyo se ha diluido ya no invoca la legitimidad de los plebiscitos. Estas han sido sus reacciones al paro. Por Javier Duque.  ,"['https://t.co/m6tyvygYaL', 'https://t.co/XZadsK59Pm']",['#UribeEnElParo'],[],[]
@KmiloRen @HaroldMendoza85 @Cine_Colombia no apoyo el paro y pidió que la policía actuara en caso de desmanes. ahora no lo bajan de facho.,2021-05-27 00:39:15,Bogotá,Bogotá ,1397713978948829185,https://twitter.com/i/web/stuatus/1397713978948829185,   no apoyo el paro y pidió que la policía actuara en caso de desmanes. ahora no lo bajan de facho.,[],[],"['@KmiloRen', '@HaroldMendoza85', '@Cine_Colombia']",[]
